order_id,order_date,product,category,region,customer_segment,quantity,unit_price,discount_pct,revenue,net_revenue
2807,2024-04-03,USB-C Hub,Electronics,West,Online,11,34.1,5,375.1,356.35
2657,2024-04-04,Standing Desk,Furniture,South,Wholesale,1,350.04,20,350.04,280.03
1834,2024-04-04,Backpack,Accessories,Central,Wholesale,11,58.51,0,643.61,643.61
3361,2024-04-04,Notebook Set,Stationery,North,Wholesale,10,12.99,10,129.9,116.91
1705,2024-04-04,Water Bottle,Accessories,South,Retail,9,16.9,0,152.1,152.1
3479,2024-04-04,Whiteboard,Stationery,North,Online,8,57.16,10,457.28,411.55
1779,2024-04-04,Desk Lamp,Furniture,East,Wholesale,10,38.69,5,386.9,367.55
1390,2024-04-04,Whiteboard,Stationery,Central,Wholesale,12,51.83,10,621.96,559.76
1831,2024-04-05,Notebook Set,Stationery,South,Online,8,12.43,10,99.44,89.5
3854,2024-04-05,Sticky Notes,Stationery,Central,Wholesale,6,4.75,15,28.5,24.22
3910,2024-04-05,Backpack,Accessories,West,Retail,10,68.31,10,683.1,614.79
3821,2024-04-05,Backpack,Accessories,Central,Retail,8,70.54,0,564.32,564.32
3363,2024-04-05,Standing Desk,Furniture,North,Retail,12,376.25,20,4515.0,3612.0
3674,2024-04-05,Water Bottle,Accessories,West,Retail,1,15.63,0,15.63,15.63
3360,2024-04-05,Standing Desk,Furniture,Central,Online,8,376.97,5,3015.76,2864.97
2781,2024-04-05,Desk Lamp,Furniture,North,Retail,11,37.7,0,414.7,414.7
2741,2024-04-05,Sticky Notes,Stationery,East,Wholesale,3,4.54,0,13.62,13.62
1892,2024-04-06,Notebook Set,Stationery,East,Retail,11,12.13,0,133.43,133.43
2221,2024-04-06,Webcam HD,Electronics,West,Retail,11,62.34,0,685.74,685.74
3989,2024-04-06,Desk Organizer,Accessories,North,Retail,11,21.56,5,237.16,225.3
2080,2024-04-06,Water Bottle,Accessories,North,Wholesale,11,15.16,0,166.76,166.76
2414,2024-04-06,Standing Desk,Furniture,Central,Wholesale,2,398.01,5,796.02,756.22
2620,2024-04-06,USB-C Hub,Electronics,South,Retail,8,35.84,10,286.72,258.05
2844,2024-04-07,USB-C Hub,Electronics,Central,Wholesale,11,34.48,20,379.28,303.42
3497,2024-04-07,Desk Lamp,Furniture,South,Online,6,39.13,0,234.78,234.78
2023,2024-04-07,Standing Desk,Furniture,West,Online,1,330.45,0,330.45,330.45
2699,2024-04-07,Office Chair,Furniture,East,Retail,4,189.04,15,756.16,642.74
3158,2024-04-07,USB-C Hub,Electronics,Central,Online,8,36.52,20,292.16,233.73
3371,2024-04-07,Desk Organizer,Accessories,East,Online,8,21.45,0,171.6,171.6
2931,2024-04-07,Mechanical Keyboard,Electronics,Central,Wholesale,12,75.63,20,907.56,726.05
2996,2024-04-07,Whiteboard,Stationery,Central,Online,4,59.52,5,238.08,226.18
1379,2024-04-07,Backpack,Accessories,Central,Online,2,72.27,0,144.54,144.54
2580,2024-04-07,Water Bottle,Accessories,South,Retail,12,13.52,0,162.24,162.24
2794,2024-04-07,Pen Pack,Stationery,East,Wholesale,7,7.98,0,55.86,55.86
1845,2024-04-08,Laptop Stand,Electronics,West,Retail,9,48.66,10,437.94,394.15
3737,2024-04-08,Whiteboard,Stationery,South,Wholesale,11,54.17,20,595.87,476.7
2314,2024-04-08,Notebook Set,Stationery,Central,Retail,2,12.48,10,24.96,22.46
2006,2024-04-08,Backpack,Accessories,East,Wholesale,12,64.21,0,770.52,770.52
3799,2024-04-08,Sticky Notes,Stationery,North,Online,2,5.13,20,10.26,8.21
1948,2024-04-08,Notebook Set,Stationery,East,Retail,4,12.72,0,50.88,50.88
2442,2024-04-08,USB-C Hub,Electronics,North,Wholesale,1,31.64,15,31.64,26.89
1114,2024-04-08,Backpack,Accessories,South,Retail,5,62.9,0,314.5,314.5
1245,2024-04-08,Notebook Set,Stationery,East,Wholesale,4,11.34,0,45.36,45.36
3134,2024-04-08,Standing Desk,Furniture,East,Retail,3,364.96,20,1094.88,875.9
2730,2024-04-08,Wireless Mouse,Electronics,East,Retail,12,23.49,10,281.88,253.69
1761,2024-04-09,Whiteboard,Stationery,South,Online,5,54.28,5,271.4,257.83
1250,2024-04-09,Backpack,Accessories,East,Wholesale,4,62.3,0,249.2,249.2
1453,2024-04-09,Mechanical Keyboard,Electronics,West,Retail,1,83.73,20,83.73,66.98
3758,2024-04-09,Pen Pack,Stationery,South,Wholesale,10,8.88,0,88.8,88.8
1679,2024-04-09,Whiteboard,Stationery,Central,Retail,9,59.88,0,538.92,538.92
2380,2024-04-09,Wireless Mouse,Electronics,East,Wholesale,3,25.97,15,77.91,66.22
2721,2024-04-09,Whiteboard,Stationery,South,Wholesale,11,52.07,10,572.77,515.49
3262,2024-04-09,USB-C Hub,Electronics,South,Online,12,36.14,0,433.68,433.68
3386,2024-04-09,Bookshelf,Furniture,East,Online,10,124.65,0,1246.5,1246.5
2053,2024-04-09,Backpack,Accessories,South,Wholesale,6,61.39,15,368.34,313.09
2840,2024-04-10,Webcam HD,Electronics,Central,Retail,10,68.83,0,688.3,688.3
3152,2024-04-11,Pen Pack,Stationery,East,Wholesale,8,8.14,15,65.12,55.35
1129,2024-04-11,Bookshelf,Furniture,Central,Online,11,131.63,5,1447.93,1375.53
3399,2024-04-11,Pen Pack,Stationery,West,Wholesale,5,7.42,15,37.1,31.54
1881,2024-04-11,Desk Organizer,Accessories,North,Retail,9,24.57,10,221.13,199.02
1100,2024-04-11,Notebook Set,Stationery,West,Online,7,12.53,0,87.71,87.71
1076,2024-04-11,Pen Pack,Stationery,East,Retail,4,7.39,0,29.56,29.56
1707,2024-04-11,USB-C Hub,Electronics,East,Retail,2,34.04,15,68.08,57.87
3051,2024-04-11,Wireless Mouse,Electronics,Central,Wholesale,12,24.61,10,295.32,265.79
1062,2024-04-12,Laptop Stand,Electronics,West,Retail,1,44.8,20,44.8,35.84
3148,2024-04-12,Webcam HD,Electronics,East,Online,10,67.11,10,671.1,603.99
3348,2024-04-12,Wireless Mouse,Electronics,East,Wholesale,1,27.09,5,27.09,25.74
3963,2024-04-12,Laptop Stand,Electronics,South,Online,6,46.81,10,280.86,252.77
1871,2024-04-12,Backpack,Accessories,North,Retail,8,68.63,15,549.04,466.68
3666,2024-04-12,Backpack,Accessories,South,Wholesale,11,64.15,15,705.65,599.8
2172,2024-04-12,Water Bottle,Accessories,North,Online,12,17.0,0,204.0,204.0
2421,2024-04-13,Desk Organizer,Accessories,East,Online,10,20.67,10,206.7,186.03
3238,2024-04-13,Sticky Notes,Stationery,South,Wholesale,8,4.89,0,39.12,39.12
3868,2024-04-13,Pen Pack,Stationery,East,Wholesale,2,7.79,0,15.58,15.58
1838,2024-04-13,USB-C Hub,Electronics,South,Retail,3,31.88,0,95.64,95.64
3115,2024-04-13,Wireless Mouse,Electronics,South,Online,9,27.75,0,249.75,249.75
2662,2024-04-13,Standing Desk,Furniture,South,Online,5,367.25,15,1836.25,1560.81
1494,2024-04-14,Webcam HD,Electronics,North,Online,5,58.16,20,290.8,232.64
3884,2024-04-14,Wireless Mouse,Electronics,North,Online,8,24.52,15,196.16,166.74
2618,2024-04-14,Standing Desk,Furniture,East,Wholesale,4,386.47,10,1545.88,1391.29
1303,2024-04-14,Mechanical Keyboard,Electronics,West,Wholesale,7,70.46,0,493.22,493.22
2078,2024-04-14,Bookshelf,Furniture,West,Retail,3,111.36,10,334.08,300.67
2548,2024-04-14,Bookshelf,Furniture,South,Online,12,128.3,0,1539.6,1539.6
3819,2024-04-14,Bookshelf,Furniture,South,Wholesale,1,116.54,15,116.54,99.06
1385,2024-04-14,Desk Organizer,Accessories,West,Wholesale,12,22.36,0,268.32,268.32
3692,2024-04-14,Desk Lamp,Furniture,North,Online,1,42.19,0,42.19,42.19
2644,2024-04-14,Desk Lamp,Furniture,East,Retail,4,43.03,20,172.12,137.7
3419,2024-04-14,Backpack,Accessories,Central,Wholesale,10,58.97,0,589.7,589.7
3327,2024-04-15,Water Bottle,Accessories,North,Online,8,14.18,5,113.44,107.77
3423,2024-04-15,Wireless Mouse,Electronics,South,Wholesale,4,24.44,5,97.76,92.87
1693,2024-04-15,Standing Desk,Furniture,West,Retail,4,373.65,10,1494.6,1345.14
2866,2024-04-15,Laptop Stand,Electronics,East,Online,2,47.89,5,95.78,90.99
2778,2024-04-15,Desk Lamp,Furniture,East,Wholesale,12,43.34,0,520.08,520.08
2791,2024-04-15,Desk Organizer,Accessories,West,Wholesale,10,19.97,15,199.7,169.74
1595,2024-04-15,Standing Desk,Furniture,South,Online,11,390.0,0,4290.0,4290.0
3074,2024-04-16,USB-C Hub,Electronics,East,Retail,9,37.02,15,333.18,283.2
3931,2024-04-16,Notebook Set,Stationery,West,Wholesale,7,12.52,10,87.64,78.88
2671,2024-04-16,Water Bottle,Accessories,West,Retail,12,13.65,10,163.8,147.42
1189,2024-04-16,Webcam HD,Electronics,North,Online,4,65.8,10,263.2,236.88
2234,2024-04-16,Office Chair,Furniture,North,Retail,7,172.8,0,1209.6,1209.6
3169,2024-04-16,Backpack,Accessories,North,Wholesale,7,60.5,5,423.5,402.32
2829,2024-04-17,Wireless Mouse,Electronics,Central,Online,6,28.64,0,171.84,171.84
1777,2024-04-17,Backpack,Accessories,North,Online,1,63.63,5,63.63,60.45
1668,2024-04-17,Pen Pack,Stationery,South,Retail,9,8.62,10,77.58,69.82
2389,2024-04-17,Bookshelf,Furniture,Central,Wholesale,9,134.19,15,1207.71,1026.55
1874,2024-04-17,Laptop Stand,Electronics,North,Wholesale,8,43.93,15,351.44,298.72
3978,2024-04-17,Desk Lamp,Furniture,West,Retail,6,44.31,15,265.86,225.98
2254,2024-04-17,Laptop Stand,Electronics,South,Retail,12,49.68,5,596.16,566.35
1073,2024-04-17,Notebook Set,Stationery,East,Wholesale,1,12.02,5,12.02,11.42
3683,2024-04-17,Water Bottle,Accessories,Central,Wholesale,5,13.95,0,69.75,69.75
3920,2024-04-17,Pen Pack,Stationery,East,Retail,2,7.42,20,14.84,11.87
2167,2024-04-17,Bookshelf,Furniture,West,Wholesale,9,110.02,0,990.18,990.18
1381,2024-04-18,Standing Desk,Furniture,East,Retail,6,356.95,0,2141.7,2141.7
1716,2024-04-18,Wireless Mouse,Electronics,West,Online,10,27.58,0,275.8,275.8
2707,2024-04-18,Backpack,Accessories,East,Wholesale,1,66.68,0,66.68,66.68
1575,2024-04-18,Laptop Stand,Electronics,South,Retail,8,51.18,20,409.44,327.55
3650,2024-04-18,Standing Desk,Furniture,North,Wholesale,4,358.11,10,1432.44,1289.2
2572,2024-04-19,Laptop Stand,Electronics,East,Wholesale,8,43.76,0,350.08,350.08
1751,2024-04-19,Desk Lamp,Furniture,South,Retail,12,40.47,10,485.64,437.08
3484,2024-04-19,Standing Desk,Furniture,West,Wholesale,8,331.51,0,2652.08,2652.08
3980,2024-04-19,Bookshelf,Furniture,South,Retail,7,112.95,5,790.65,751.12
2687,2024-04-19,Sticky Notes,Stationery,West,Wholesale,6,4.58,0,27.48,27.48
3518,2024-04-19,Notebook Set,Stationery,West,Wholesale,10,12.11,0,121.1,121.1
3930,2024-04-19,Backpack,Accessories,Central,Online,4,73.65,0,294.6,294.6
3197,2024-04-19,Whiteboard,Stationery,West,Wholesale,10,52.08,5,520.8,494.76
3733,2024-04-19,Webcam HD,Electronics,Central,Wholesale,12,59.52,0,714.24,714.24
1531,2024-04-19,Wireless Mouse,Electronics,South,Wholesale,7,24.89,0,174.23,174.23
3578,2024-04-19,Desk Lamp,Furniture,West,Online,8,40.87,5,326.96,310.61
3151,2024-04-19,Pen Pack,Stationery,West,Online,6,9.11,0,54.66,54.66
2731,2024-04-20,Wireless Mouse,Electronics,Central,Retail,9,25.85,20,232.65,186.12
1735,2024-04-20,Wireless Mouse,Electronics,East,Retail,12,27.99,5,335.88,319.09
1941,2024-04-20,Desk Organizer,Accessories,West,Wholesale,6,24.62,10,147.72,132.95
1216,2024-04-20,Water Bottle,Accessories,West,Wholesale,8,15.32,20,122.56,98.05
3976,2024-04-20,Notebook Set,Stationery,North,Retail,7,11.11,5,77.77,73.88
1659,2024-04-20,Bookshelf,Furniture,North,Wholesale,4,126.33,5,505.32,480.05
3747,2024-04-20,Standing Desk,Furniture,South,Wholesale,2,336.1,0,672.2,672.2
1115,2024-04-20,Laptop Stand,Electronics,South,Retail,12,48.86,15,586.32,498.37
3743,2024-04-20,Mechanical Keyboard,Electronics,South,Retail,5,86.12,0,430.6,430.6
2007,2024-04-21,Wireless Mouse,Electronics,Central,Online,1,26.37,10,26.37,23.73
2129,2024-04-21,USB-C Hub,Electronics,North,Online,10,32.37,15,323.7,275.14
1354,2024-04-21,Water Bottle,Accessories,Central,Online,8,16.13,20,129.04,103.23
2608,2024-04-21,Bookshelf,Furniture,South,Online,1,114.21,10,114.21,102.79
3322,2024-04-21,Sticky Notes,Stationery,South,Retail,9,4.67,15,42.03,35.73
2448,2024-04-21,Bookshelf,Furniture,North,Retail,6,127.5,5,765.0,726.75
3013,2024-04-21,Pen Pack,Stationery,South,Retail,1,8.38,15,8.38,7.12
1537,2024-04-22,Sticky Notes,Stationery,East,Online,1,4.84,0,4.84,4.84
1809,2024-04-22,Desk Lamp,Furniture,West,Wholesale,12,37.63,0,451.56,451.56
1170,2024-04-22,Notebook Set,Stationery,Central,Wholesale,4,13.13,15,52.52,44.64
1721,2024-04-22,Webcam HD,Electronics,East,Retail,8,65.04,20,520.32,416.26
2264,2024-04-22,Standing Desk,Furniture,South,Online,8,356.06,10,2848.48,2563.63
2506,2024-04-22,Wireless Mouse,Electronics,West,Wholesale,6,23.5,15,141.0,119.85
3562,2024-04-22,Standing Desk,Furniture,East,Wholesale,7,323.15,0,2262.05,2262.05
1003,2024-04-22,Standing Desk,Furniture,Central,Wholesale,12,377.65,5,4531.8,4305.21
1180,2024-04-23,Wireless Mouse,Electronics,East,Online,9,26.37,15,237.33,201.73
3859,2024-04-23,Office Chair,Furniture,West,Online,3,205.59,20,616.77,493.42
1853,2024-04-23,Wireless Mouse,Electronics,North,Wholesale,5,25.74,0,128.7,128.7
1195,2024-04-23,Whiteboard,Stationery,West,Online,2,56.56,10,113.12,101.81
1897,2024-04-23,Desk Lamp,Furniture,East,Wholesale,1,36.32,15,36.32,30.87
1686,2024-04-23,Water Bottle,Accessories,North,Wholesale,7,15.54,0,108.78,108.78
2343,2024-04-23,Laptop Stand,Electronics,West,Retail,4,45.71,15,182.84,155.41
1774,2024-04-23,Bookshelf,Furniture,East,Wholesale,9,122.72,20,1104.48,883.58
2353,2024-04-24,Backpack,Accessories,North,Online,9,66.55,0,598.95,598.95
2271,2024-04-24,Water Bottle,Accessories,North,Online,4,13.93,5,55.72,52.93
2206,2024-04-24,Water Bottle,Accessories,West,Retail,8,16.4,15,131.2,111.52
3996,2024-04-24,Desk Organizer,Accessories,Central,Online,12,21.36,0,256.32,256.32
3860,2024-04-24,Desk Lamp,Furniture,East,Retail,10,39.43,20,394.3,315.44
1623,2024-04-24,Standing Desk,Furniture,North,Retail,7,329.43,15,2306.01,1960.11
2899,2024-04-24,Webcam HD,Electronics,North,Retail,11,59.72,10,656.92,591.23
3863,2024-04-24,Pen Pack,Stationery,East,Wholesale,11,8.71,0,95.81,95.81
3782,2024-04-24,Standing Desk,Furniture,North,Retail,4,398.41,0,1593.64,1593.64
2019,2024-04-25,Desk Organizer,Accessories,North,Online,7,22.43,0,157.01,157.01
2073,2024-04-25,Desk Organizer,Accessories,South,Online,10,23.86,0,238.6,238.6
1376,2024-04-25,Sticky Notes,Stationery,West,Retail,9,4.73,0,42.57,42.57
3190,2024-04-25,Standing Desk,Furniture,South,Retail,9,326.01,15,2934.09,2493.98
3162,2024-04-25,Notebook Set,Stationery,North,Retail,7,10.82,0,75.74,75.74
3214,2024-04-25,Sticky Notes,Stationery,East,Retail,4,5.24,0,20.96,20.96
1144,2024-04-25,Notebook Set,Stationery,West,Retail,9,12.45,20,112.05,89.64
3246,2024-04-25,Bookshelf,Furniture,South,Retail,4,108.79,5,435.16,413.4
2355,2024-04-25,Standing Desk,Furniture,North,Online,10,344.29,15,3442.9,2926.47
3721,2024-04-26,Laptop Stand,Electronics,East,Online,3,43.15,0,129.45,129.45
2655,2024-04-26,Bookshelf,Furniture,East,Online,9,135.57,5,1220.13,1159.12
1322,2024-04-26,Wireless Mouse,Electronics,Central,Online,5,26.23,15,131.15,111.48
2349,2024-04-26,Webcam HD,Electronics,East,Online,3,65.19,10,195.57,176.01
2857,2024-04-26,Desk Lamp,Furniture,West,Wholesale,7,42.5,0,297.5,297.5
2406,2024-04-26,Wireless Mouse,Electronics,South,Wholesale,9,25.45,0,229.05,229.05
1860,2024-04-26,Pen Pack,Stationery,West,Retail,7,7.9,15,55.3,47.0
3736,2024-04-27,Whiteboard,Stationery,South,Wholesale,1,59.92,15,59.92,50.93
2954,2024-04-27,Desk Organizer,Accessories,East,Retail,5,20.03,15,100.15,85.13
3472,2024-04-27,Office Chair,Furniture,Central,Wholesale,11,172.05,15,1892.55,1608.67
3953,2024-04-27,Wireless Mouse,Electronics,West,Online,12,27.54,0,330.48,330.48
2377,2024-04-27,Mechanical Keyboard,Electronics,South,Online,1,76.8,5,76.8,72.96
3530,2024-04-27,Standing Desk,Furniture,East,Retail,7,389.02,0,2723.14,2723.14
1781,2024-04-27,Backpack,Accessories,Central,Online,3,61.42,20,184.26,147.41
2904,2024-04-27,USB-C Hub,Electronics,West,Online,11,39.5,5,434.5,412.77
1085,2024-04-28,Pen Pack,Stationery,South,Retail,2,8.99,5,17.98,17.08
2917,2024-04-28,Office Chair,Furniture,East,Retail,10,184.89,0,1848.9,1848.9
2445,2024-04-28,Standing Desk,Furniture,West,Retail,7,396.75,0,2777.25,2777.25
3882,2024-04-28,Notebook Set,Stationery,Central,Online,4,11.92,0,47.68,47.68
1807,2024-04-28,Desk Organizer,Accessories,East,Online,7,21.45,20,150.15,120.12
3217,2024-04-28,Notebook Set,Stationery,Central,Wholesale,11,12.37,15,136.07,115.66
2836,2024-04-28,Laptop Stand,Electronics,West,Wholesale,11,46.12,20,507.32,405.86
2963,2024-04-28,Laptop Stand,Electronics,North,Wholesale,10,45.59,5,455.9,433.1
1957,2024-04-28,Backpack,Accessories,West,Wholesale,5,60.08,0,300.4,300.4
3824,2024-04-29,Pen Pack,Stationery,Central,Wholesale,8,8.67,20,69.36,55.49
3311,2024-04-29,Pen Pack,Stationery,North,Online,3,7.94,0,23.82,23.82
2417,2024-04-29,Standing Desk,Furniture,East,Retail,7,321.08,0,2247.56,2247.56
1370,2024-04-29,Mechanical Keyboard,Electronics,West,Wholesale,1,72.09,10,72.09,64.88
3259,2024-04-29,Notebook Set,Stationery,East,Wholesale,11,12.42,10,136.62,122.96
1828,2024-04-29,Webcam HD,Electronics,South,Wholesale,2,64.52,0,129.04,129.04
1179,2024-04-29,Sticky Notes,Stationery,North,Online,6,5.53,5,33.18,31.52
3029,2024-04-29,Pen Pack,Stationery,East,Retail,7,8.17,20,57.19,45.75
3405,2024-04-30,Webcam HD,Electronics,South,Online,9,56.27,0,506.43,506.43
2213,2024-04-30,USB-C Hub,Electronics,North,Wholesale,1,32.33,5,32.33,30.71
1158,2024-04-30,Desk Organizer,Accessories,Central,Retail,1,24.6,15,24.6,20.91
3866,2024-04-30,Mechanical Keyboard,Electronics,East,Online,12,71.23,0,854.76,854.76
1823,2024-04-30,Notebook Set,Stationery,South,Retail,1,11.4,15,11.4,9.69
1965,2024-04-30,Water Bottle,Accessories,Central,Online,6,15.63,0,93.78,93.78
3591,2024-04-30,Notebook Set,Stationery,West,Wholesale,12,11.68,20,140.16,112.13
1795,2024-04-30,Office Chair,Furniture,South,Online,1,170.27,15,170.27,144.73
2490,2024-04-30,Laptop Stand,Electronics,North,Online,6,43.61,5,261.66,248.58
2861,2024-05-01,Whiteboard,Stationery,West,Retail,6,54.34,0,326.04,326.04
2086,2024-05-01,Notebook Set,Stationery,South,Retail,3,11.35,0,34.05,34.05
1167,2024-05-01,Notebook Set,Stationery,West,Retail,7,11.4,5,79.8,75.81
1982,2024-05-01,Office Chair,Furniture,Central,Wholesale,1,181.11,15,181.11,153.94
2880,2024-05-01,Bookshelf,Furniture,West,Online,7,112.88,0,790.16,790.16
2454,2024-05-01,Wireless Mouse,Electronics,North,Wholesale,10,23.95,15,239.5,203.57
1024,2024-05-02,Pen Pack,Stationery,East,Wholesale,2,8.18,0,16.36,16.36
2776,2024-05-02,Desk Lamp,Furniture,Central,Wholesale,1,37.15,0,37.15,37.15
3620,2024-05-02,USB-C Hub,Electronics,North,Retail,3,32.17,0,96.51,96.51
3611,2024-05-02,Wireless Mouse,Electronics,South,Wholesale,1,25.82,5,25.82,24.53
2324,2024-05-02,Sticky Notes,Stationery,North,Retail,2,5.68,20,11.36,9.09
2441,2024-05-02,Mechanical Keyboard,Electronics,South,Wholesale,4,81.98,0,327.92,327.92
1151,2024-05-02,Sticky Notes,Stationery,South,Online,6,5.07,10,30.42,27.38
3345,2024-05-02,Wireless Mouse,Electronics,North,Online,3,25.56,15,76.68,65.18
1719,2024-05-02,USB-C Hub,Electronics,North,Online,9,34.97,20,314.73,251.78
1109,2024-05-03,Bookshelf,Furniture,South,Retail,9,124.67,15,1122.03,953.73
1263,2024-05-03,Webcam HD,Electronics,Central,Wholesale,1,58.37,10,58.37,52.53
1262,2024-05-03,Desk Organizer,Accessories,Central,Online,1,23.08,15,23.08,19.62
2291,2024-05-03,Office Chair,Furniture,Central,Wholesale,9,163.05,20,1467.45,1173.96
1405,2024-05-03,Sticky Notes,Stationery,South,Online,5,5.66,10,28.3,25.47
3291,2024-05-03,Standing Desk,Furniture,East,Retail,2,393.78,15,787.56,669.43
1770,2024-05-03,Standing Desk,Furniture,South,Online,4,358.66,20,1434.64,1147.71
2850,2024-05-03,Office Chair,Furniture,Central,Online,2,205.57,20,411.14,328.91
3965,2024-05-03,Webcam HD,Electronics,North,Online,10,55.18,20,551.8,441.44
3516,2024-05-03,Desk Organizer,Accessories,West,Retail,4,20.49,5,81.96,77.86
1266,2024-05-03,Bookshelf,Furniture,North,Wholesale,6,130.42,15,782.52,665.14
2901,2024-05-04,Backpack,Accessories,Central,Wholesale,4,63.65,0,254.6,254.6
1078,2024-05-04,Standing Desk,Furniture,West,Wholesale,7,377.86,0,2645.02,2645.02
2459,2024-05-04,Notebook Set,Stationery,East,Wholesale,4,13.05,0,52.2,52.2
1764,2024-05-04,Bookshelf,Furniture,Central,Wholesale,7,128.83,20,901.81,721.45
1398,2024-05-04,Sticky Notes,Stationery,West,Online,7,4.6,15,32.2,27.37
3787,2024-05-04,Pen Pack,Stationery,East,Online,10,8.54,10,85.4,76.86
1732,2024-05-04,Desk Organizer,Accessories,West,Retail,3,20.96,0,62.88,62.88
1424,2024-05-04,Sticky Notes,Stationery,West,Online,5,5.71,0,28.55,28.55
1011,2024-05-05,USB-C Hub,Electronics,Central,Online,3,36.83,0,110.49,110.49
1388,2024-05-05,Webcam HD,Electronics,West,Online,4,56.94,5,227.76,216.37
2961,2024-05-05,Bookshelf,Furniture,Central,Online,12,122.5,5,1470.0,1396.5
1161,2024-05-05,Mechanical Keyboard,Electronics,West,Retail,6,73.0,10,438.0,394.2
3035,2024-05-05,Desk Lamp,Furniture,North,Online,7,44.58,0,312.06,312.06
1901,2024-05-05,Mechanical Keyboard,Electronics,West,Retail,8,77.26,10,618.08,556.27
1496,2024-05-05,USB-C Hub,Electronics,South,Retail,7,34.21,0,239.47,239.47
2478,2024-05-06,Webcam HD,Electronics,South,Wholesale,8,57.92,10,463.36,417.02
2358,2024-05-06,Wireless Mouse,Electronics,East,Wholesale,11,26.2,0,288.2,288.2
2388,2024-05-06,Standing Desk,Furniture,South,Wholesale,5,389.76,0,1948.8,1948.8
3251,2024-05-06,USB-C Hub,Electronics,East,Online,3,39.88,20,119.64,95.71
1882,2024-05-06,Backpack,Accessories,North,Retail,12,67.61,10,811.32,730.19
2476,2024-05-06,Whiteboard,Stationery,West,Wholesale,11,59.08,0,649.88,649.88
1485,2024-05-06,Sticky Notes,Stationery,East,Retail,7,4.94,0,34.58,34.58
1799,2024-05-06,USB-C Hub,Electronics,East,Retail,7,37.23,15,260.61,221.52
1096,2024-05-06,Whiteboard,Stationery,North,Retail,2,52.58,0,105.16,105.16
2819,2024-05-06,Webcam HD,Electronics,Central,Retail,2,63.06,0,126.12,126.12
3911,2024-05-06,Office Chair,Furniture,North,Wholesale,3,181.81,15,545.43,463.62
2784,2024-05-06,Whiteboard,Stationery,North,Wholesale,10,62.83,5,628.3,596.88
2571,2024-05-07,Sticky Notes,Stationery,East,Online,2,4.71,20,9.42,7.54
3655,2024-05-07,Office Chair,Furniture,North,Online,10,198.65,0,1986.5,1986.5
2775,2024-05-07,Desk Organizer,Accessories,North,Online,2,22.65,0,45.3,45.3
3233,2024-05-07,Bookshelf,Furniture,East,Wholesale,11,118.76,0,1306.36,1306.36
2625,2024-05-07,Wireless Mouse,Electronics,North,Retail,11,27.27,20,299.97,239.98
3995,2024-05-07,Whiteboard,Stationery,Central,Online,8,55.37,0,442.96,442.96
3947,2024-05-07,Wireless Mouse,Electronics,East,Retail,12,23.89,0,286.68,286.68
2587,2024-05-07,Water Bottle,Accessories,Central,Retail,3,14.43,0,43.29,43.29
2881,2024-05-07,Wireless Mouse,Electronics,East,Retail,11,24.25,20,266.75,213.4
3999,2024-05-07,Notebook Set,Stationery,West,Online,7,13.31,15,93.17,79.19
1122,2024-05-07,Webcam HD,Electronics,East,Retail,10,56.24,0,562.4,562.4
1819,2024-05-07,Bookshelf,Furniture,North,Online,1,132.52,5,132.52,125.89
1035,2024-05-07,Laptop Stand,Electronics,East,Retail,12,41.18,0,494.16,494.16
2800,2024-05-08,Wireless Mouse,Electronics,North,Retail,11,25.19,0,277.09,277.09
1673,2024-05-08,Bookshelf,Furniture,East,Online,3,130.51,0,391.53,391.53
3531,2024-05-08,Office Chair,Furniture,Central,Retail,12,166.16,0,1993.92,1993.92
1296,2024-05-08,Desk Lamp,Furniture,East,Retail,9,39.46,0,355.14,355.14
2433,2024-05-08,Sticky Notes,Stationery,North,Retail,7,5.57,0,38.99,38.99
3950,2024-05-08,Whiteboard,Stationery,South,Retail,7,54.61,5,382.27,363.16
3623,2024-05-08,USB-C Hub,Electronics,South,Online,7,34.59,15,242.13,205.81
1695,2024-05-08,Pen Pack,Stationery,North,Retail,2,7.28,10,14.56,13.1
3684,2024-05-08,Pen Pack,Stationery,North,Retail,10,9.05,20,90.5,72.4
1166,2024-05-08,Whiteboard,Stationery,West,Online,5,63.08,5,315.4,299.63
2332,2024-05-08,Mechanical Keyboard,Electronics,East,Online,8,85.0,20,680.0,544.0
1191,2024-05-08,Bookshelf,Furniture,South,Online,3,133.75,20,401.25,321.0
1019,2024-05-08,USB-C Hub,Electronics,West,Online,10,34.87,10,348.7,313.83
1627,2024-05-09,Laptop Stand,Electronics,North,Online,7,45.19,5,316.33,300.51
2596,2024-05-09,Bookshelf,Furniture,West,Retail,2,135.25,5,270.5,256.97
3726,2024-05-09,Mechanical Keyboard,Electronics,North,Wholesale,1,72.52,20,72.52,58.02
1822,2024-05-09,Mechanical Keyboard,Electronics,Central,Retail,9,81.46,5,733.14,696.48
1749,2024-05-09,Desk Organizer,Accessories,Central,Wholesale,9,20.78,0,187.02,187.02
3662,2024-05-09,Desk Organizer,Accessories,West,Retail,5,22.49,0,112.45,112.45
3455,2024-05-09,Notebook Set,Stationery,North,Retail,3,11.16,5,33.48,31.81
2688,2024-05-09,Standing Desk,Furniture,West,Wholesale,11,390.95,15,4300.45,3655.38
3422,2024-05-09,Backpack,Accessories,South,Online,11,59.38,0,653.18,653.18
